name,openapi_url,logo_url,description,category,publish_npm
amazonaws-com-application-autoscaling,https://api.apis.guru/v2/specs/amazonaws.com/application-autoscaling/2016-02-06/openapi.json,https://api.apis.guru/v2/cache/logo/https_twitter.com_awscloud_profile_image.png,"<p>With Application Auto Scaling, you can configure automatic scaling for the following resources:</p> <ul> <li> <p>Amazon AppStream 2.0 fleets</p> </li> <li> <p>Amazon Aurora Replicas</p> </li> <l...",Cloud,true
amazonaws-com-application-insights,https://api.apis.guru/v2/specs/amazonaws.com/application-insights/2018-11-25/openapi.json,https://api.apis.guru/v2/cache/logo/https_twitter.com_awscloud_profile_image.png,<fullname>Amazon CloudWatch Application Insights</fullname> <p> Amazon CloudWatch Application Insights is a service that helps you detect common problems with your applications. It enables you to p...,Cloud,true
amazonaws-com-applicationcostprofiler,https://api.apis.guru/v2/specs/amazonaws.com/applicationcostprofiler/2020-09-10/openapi.json,https://api.apis.guru/v2/cache/logo/https_twitter.com_awscloud_profile_image.png,"<p>This reference provides descriptions of the AWS Application Cost Profiler API.</p> <p>The AWS Application Cost Profiler API provides programmatic access to view, create, update, and delete appli...",Cloud,true
amazonaws-com-appmesh,https://api.apis.guru/v2/specs/amazonaws.com/appmesh/2019-01-25/openapi.json,https://api.apis.guru/v2/cache/logo/https_twitter.com_awscloud_profile_image.png,"<p>App Mesh is a service mesh based on the Envoy proxy that makes it easy to monitor and control microservices. App Mesh standardizes how your microservices communicate, giving you end-to-end visib...",Cloud,true
amazonaws-com-apprunner,https://api.apis.guru/v2/specs/amazonaws.com/apprunner/2020-05-15/openapi.json,https://api.apis.guru/v2/cache/logo/https_twitter.com_awscloud_profile_image.png,"<fullname>App Runner</fullname> <p>App Runner is an application service that provides a fast, simple, and cost-effective way to go directly from an existing container image or source code to a runn...",Cloud,true
amazonaws-com-appstream,https://api.apis.guru/v2/specs/amazonaws.com/appstream/2016-12-01/openapi.json,https://api.apis.guru/v2/cache/logo/https_twitter.com_awscloud_profile_image.png,<fullname>Amazon AppStream 2.0</fullname> <p>This is the <i>Amazon AppStream 2.0 API Reference</i>. This documentation provides descriptions and syntax for each of the actions and data types in App...,Cloud,true
amazonaws-com-appsync,https://api.apis.guru/v2/specs/amazonaws.com/appsync/2017-07-25/openapi.json,https://api.apis.guru/v2/cache/logo/https_twitter.com_awscloud_profile_image.png,AppSync provides API actions for creating and interacting with data sources using GraphQL from your application.,Cloud,true
amazonaws-com-athena,https://api.apis.guru/v2/specs/amazonaws.com/athena/2017-05-18/openapi.json,https://api.apis.guru/v2/cache/logo/https_twitter.com_awscloud_profile_image.png,<p>Amazon Athena is an interactive query service that lets you use standard SQL to analyze data directly in Amazon S3. You can point Athena at your data in Amazon S3 and run ad-hoc queries and get ...,Cloud,true
amazonaws-com-auditmanager,https://api.apis.guru/v2/specs/amazonaws.com/auditmanager/2017-07-25/openapi.json,https://api.apis.guru/v2/cache/logo/https_twitter.com_awscloud_profile_image.png,"<p>Welcome to the Audit Manager API reference. This guide is for developers who need detailed information about the Audit Manager API operations, data types, and errors. </p> <p>Audit Manager is a ...",Cloud,true
amazonaws-com-autoscaling,https://api.apis.guru/v2/specs/amazonaws.com/autoscaling/2011-01-01/openapi.json,https://api.apis.guru/v2/cache/logo/https_twitter.com_awscloud_profile_image.png,"<fullname>Amazon EC2 Auto Scaling</fullname> <p>Amazon EC2 Auto Scaling is designed to automatically launch and terminate EC2 instances based on user-defined scaling policies, scheduled actions, an...",Cloud,true
amazonaws-com-autoscaling-plans,https://api.apis.guru/v2/specs/amazonaws.com/autoscaling-plans/2018-01-06/openapi.json,https://api.apis.guru/v2/cache/logo/https_twitter.com_awscloud_profile_image.png,<fullname>AWS Auto Scaling</fullname> <p>Use AWS Auto Scaling to create scaling plans for your applications to automatically scale your scalable AWS resources. </p> <p> <b>API Summary</b> </p> <p>Y...,Cloud,true
amazonaws-com-backup,https://api.apis.guru/v2/specs/amazonaws.com/backup/2018-11-15/openapi.json,https://api.apis.guru/v2/cache/logo/https_twitter.com_awscloud_profile_image.png,"<fullname>Backup</fullname> <p>Backup is a unified backup service designed to protect Amazon Web Services services and their associated data. Backup simplifies the creation, migration, restoration,...",Cloud,true
amazonaws-com-batch,https://api.apis.guru/v2/specs/amazonaws.com/batch/2016-08-10/openapi.json,https://api.apis.guru/v2/cache/logo/https_twitter.com_awscloud_profile_image.png,"<fullname>Batch</fullname> <p>Using Batch, you can run batch computing workloads on the Amazon Web Services Cloud. Batch computing is a common means for developers, scientists, and engineers to acc...",Cloud,true
amazonaws-com-braket,https://api.apis.guru/v2/specs/amazonaws.com/braket/2019-09-01/openapi.json,https://api.apis.guru/v2/cache/logo/https_twitter.com_awscloud_profile_image.png,<p>The Amazon Braket API Reference provides information about the operations and structures supported in Amazon Braket.</p> <p>Additional Resources:</p> <ul> <li> <p> <a href='https://docs.aws.amaz...,Cloud,true
amazonaws-com-budgets,https://api.apis.guru/v2/specs/amazonaws.com/budgets/2016-10-20/openapi.json,https://api.apis.guru/v2/cache/logo/https_twitter.com_awscloud_profile_image.png,"<p>Use the Amazon Web Services Budgets API to plan your service usage, service costs, and instance reservations. This API reference provides descriptions, syntax, and usage examples for each of the...",Cloud,true
amazonaws-com-ce,https://api.apis.guru/v2/specs/amazonaws.com/ce/2017-10-25/openapi.json,https://api.apis.guru/v2/cache/logo/https_twitter.com_awscloud_profile_image.png,<p>You can use the Cost Explorer API to programmatically query your cost and usage data. You can query for aggregated data such as total monthly costs or total daily usage. You can also query for g...,Cloud,true
amazonaws-com-chime,https://api.apis.guru/v2/specs/amazonaws.com/chime/2018-05-01/openapi.json,https://api.apis.guru/v2/cache/logo/https_twitter.com_awscloud_profile_image.png,"<p>The Amazon Chime application programming interface (API) is designed so administrators can perform key tasks, such as creating and managing Amazon Chime accounts, users, and Voice Connectors. Th...",Cloud,true
amazonaws-com-cloud9,https://api.apis.guru/v2/specs/amazonaws.com/cloud9/2017-09-23/openapi.json,https://api.apis.guru/v2/cache/logo/https_twitter.com_awscloud_profile_image.png,"<fullname>Cloud9</fullname> <p>Cloud9 is a collection of tools that you can use to code, build, run, test, debug, and release software in the cloud.</p> <p>For more information about Cloud9, see th...",Cloud,true
amazonaws-com-clouddirectory,https://api.apis.guru/v2/specs/amazonaws.com/clouddirectory/2017-01-11/openapi.json,https://api.apis.guru/v2/cache/logo/https_twitter.com_awscloud_profile_image.png,"<fullname>Amazon Cloud Directory</fullname> <p>Amazon Cloud Directory is a component of the AWS Directory Service that simplifies the development and management of cloud-scale web, mobile, and IoT ...",Cloud,true
amazonaws-com-cloudformation,https://api.apis.guru/v2/specs/amazonaws.com/cloudformation/2010-05-15/openapi.json,https://api.apis.guru/v2/cache/logo/https_twitter.com_awscloud_profile_image.png,<fullname>CloudFormation</fullname> <p>CloudFormation allows you to create and manage Amazon Web Services infrastructure deployments predictably and repeatedly. You can use CloudFormation to levera...,Cloud,true
amazonaws-com-cloudfront,https://api.apis.guru/v2/specs/amazonaws.com/cloudfront/2020-05-31/openapi.json,https://api.apis.guru/v2/cache/logo/https_twitter.com_awscloud_profile_image.png,"<fullname>Amazon CloudFront</fullname> <p>This is the <i>Amazon CloudFront API Reference</i>. This guide is for developers who need detailed information about CloudFront API actions, data types, an...",Cloud,true
amazonaws-com-cloudhsm,https://api.apis.guru/v2/specs/amazonaws.com/cloudhsm/2014-05-30/openapi.json,https://api.apis.guru/v2/cache/logo/https_twitter.com_awscloud_profile_image.png,"<fullname>AWS CloudHSM Service</fullname> <p>This is documentation for <b>AWS CloudHSM Classic</b>. For more information, see <a href='http://aws.amazon.com/cloudhsm/faqs-classic/'>AWS CloudHSM Cla...",Cloud,true
amazonaws-com-cloudhsmv2,https://api.apis.guru/v2/specs/amazonaws.com/cloudhsmv2/2017-04-28/openapi.json,https://api.apis.guru/v2/cache/logo/https_twitter.com_awscloud_profile_image.png,"For more information about AWS CloudHSM, see <a href='http://aws.amazon.com/cloudhsm/'>AWS CloudHSM</a> and the <a href='https://docs.aws.amazon.com/cloudhsm/latest/userguide/'>AWS CloudHSM User Gu...",Cloud,true
amazonaws-com-cloudsearch,https://api.apis.guru/v2/specs/amazonaws.com/cloudsearch/2013-01-01/openapi.json,https://api.apis.guru/v2/cache/logo/https_twitter.com_awscloud_profile_image.png,"<fullname>Amazon CloudSearch Configuration Service</fullname> <p>You use the Amazon CloudSearch configuration service to create, configure, and manage search domains. Configuration service requests...",Cloud,true
amazonaws-com-cloudsearchdomain,https://api.apis.guru/v2/specs/amazonaws.com/cloudsearchdomain/2013-01-01/openapi.json,https://api.apis.guru/v2/cache/logo/https_twitter.com_awscloud_profile_image.png,"<p>You use the AmazonCloudSearch2013 API to upload documents to a search domain and search those documents. </p> <p>The endpoints for submitting <code>UploadDocuments</code>, <code>Search</code>, a...",Cloud,true
amazonaws-com-cloudtrail,https://api.apis.guru/v2/specs/amazonaws.com/cloudtrail/2013-11-01/openapi.json,https://api.apis.guru/v2/cache/logo/https_twitter.com_awscloud_profile_image.png,"<fullname>CloudTrail</fullname> <p>This is the CloudTrail API Reference. It provides descriptions of actions, data types, common parameters, and common errors for CloudTrail.</p> <p>CloudTrail is a...",Cloud,true
amazonaws-com-codeartifact,https://api.apis.guru/v2/specs/amazonaws.com/codeartifact/2018-09-22/openapi.json,https://api.apis.guru/v2/cache/logo/https_twitter.com_awscloud_profile_image.png,"<p> CodeArtifact is a fully managed artifact repository compatible with language-native package managers and build tools such as npm, Apache Maven, pip, and dotnet. You can use CodeArtifact to shar...",Cloud,true
amazonaws-com-codebuild,https://api.apis.guru/v2/specs/amazonaws.com/codebuild/2016-10-06/openapi.json,https://api.apis.guru/v2/cache/logo/https_twitter.com_awscloud_profile_image.png,"<fullname>CodeBuild</fullname> <p>CodeBuild is a fully managed build service in the cloud. CodeBuild compiles your source code, runs unit tests, and produces artifacts that are ready to deploy. Cod...",Cloud,true
amazonaws-com-codecommit,https://api.apis.guru/v2/specs/amazonaws.com/codecommit/2015-04-13/openapi.json,https://api.apis.guru/v2/cache/logo/https_twitter.com_awscloud_profile_image.png,<fullname>AWS CodeCommit</fullname> <p>This is the <i>AWS CodeCommit API Reference</i>. This reference provides descriptions of the operations and data types for AWS CodeCommit API along with usage...,Cloud,true
amazonaws-com-codedeploy,https://api.apis.guru/v2/specs/amazonaws.com/codedeploy/2014-10-06/openapi.json,https://api.apis.guru/v2/cache/logo/https_twitter.com_awscloud_profile_image.png,"<p>CodeDeploy is a deployment service that automates application deployments to Amazon EC2 instances, on-premises instances running in your own facility, serverless Lambda functions, or application...",Cloud,true
amazonaws-com-codeguru-reviewer,https://api.apis.guru/v2/specs/amazonaws.com/codeguru-reviewer/2019-09-19/openapi.json,https://api.apis.guru/v2/cache/logo/https_twitter.com_awscloud_profile_image.png,<p>This section provides documentation for the Amazon CodeGuru Reviewer API operations. CodeGuru Reviewer is a service that uses program analysis and machine learning to detect potential defects th...,Cloud,true
amazonaws-com-codeguruprofiler,https://api.apis.guru/v2/specs/amazonaws.com/codeguruprofiler/2019-07-18/openapi.json,https://api.apis.guru/v2/cache/logo/https_twitter.com_awscloud_profile_image.png,"<p> This section provides documentation for the Amazon CodeGuru Profiler API operations. </p> <p> Amazon CodeGuru Profiler collects runtime performance data from your live applications, and provide...",Cloud,true
amazonaws-com-codepipeline,https://api.apis.guru/v2/specs/amazonaws.com/codepipeline/2015-07-09/openapi.json,https://api.apis.guru/v2/cache/logo/https_twitter.com_awscloud_profile_image.png,<fullname>AWS CodePipeline</fullname> <p> <b>Overview</b> </p> <p>This is the AWS CodePipeline API Reference. This guide provides descriptions of the actions and data types for AWS CodePipeline. So...,Cloud,true
amazonaws-com-codestar,https://api.apis.guru/v2/specs/amazonaws.com/codestar/2017-04-19/openapi.json,https://api.apis.guru/v2/cache/logo/https_twitter.com_awscloud_profile_image.png,<fullname>AWS CodeStar</fullname> <p>This is the API reference for AWS CodeStar. This reference provides descriptions of the operations and data types for the AWS CodeStar API along with usage exam...,Cloud,true
amazonaws-com-codestar-connections,https://api.apis.guru/v2/specs/amazonaws.com/codestar-connections/2019-12-01/openapi.json,https://api.apis.guru/v2/cache/logo/https_twitter.com_awscloud_profile_image.png,<fullname>AWS CodeStar Connections</fullname> <p>This AWS CodeStar Connections API Reference provides descriptions and usage examples of the operations and data types for the AWS CodeStar Connectio...,Cloud,true
amazonaws-com-codestar-notifications,https://api.apis.guru/v2/specs/amazonaws.com/codestar-notifications/2019-10-15/openapi.json,https://api.apis.guru/v2/cache/logo/https_twitter.com_awscloud_profile_image.png,<p>This AWS CodeStar Notifications API Reference provides descriptions and usage examples of the operations and data types for the AWS CodeStar Notifications API. You can use the AWS CodeStar Notif...,Cloud,true
amazonaws-com-cognito-identity,https://api.apis.guru/v2/specs/amazonaws.com/cognito-identity/2014-06-30/openapi.json,https://api.apis.guru/v2/cache/logo/https_twitter.com_awscloud_profile_image.png,<fullname>Amazon Cognito Federated Identities</fullname> <p>Amazon Cognito Federated Identities is a web service that delivers scoped temporary credentials to mobile devices and other untrusted env...,Cloud,true
amazonaws-com-cognito-idp,https://api.apis.guru/v2/specs/amazonaws.com/cognito-idp/2016-04-18/openapi.json,https://api.apis.guru/v2/cache/logo/https_twitter.com_awscloud_profile_image.png,"<p>Using the Amazon Cognito user pools API, you can create a user pool to manage directories and users. You can authenticate a user to obtain tokens related to user identity and access policies.</p...",Cloud,true
amazonaws-com-cognito-sync,https://api.apis.guru/v2/specs/amazonaws.com/cognito-sync/2014-06-30/openapi.json,https://api.apis.guru/v2/cache/logo/https_twitter.com_awscloud_profile_image.png,<fullname>Amazon Cognito Sync</fullname> <p>Amazon Cognito Sync provides an AWS service and client library that enable cross-device syncing of application-related user data. High-level client libra...,Cloud,true
amazonaws-com-comprehend,https://api.apis.guru/v2/specs/amazonaws.com/comprehend/2017-11-27/openapi.json,https://api.apis.guru/v2/cache/logo/https_twitter.com_awscloud_profile_image.png,"Amazon Comprehend is an Amazon Web Services service for gaining insight into the content of documents. Use these actions to determine the topics contained in your documents, the topics they discuss...",Cloud,true
